run_label,algorithm,k,io_time_sec,time_partition_sec,graph_nodes,graph_edges,cut,finalobjective,bnd,balance,max_comm_vol,notes,prepare_cmd,run_cmd,output_partition_file,graph_file,node_index_file
mb6_neo4j_inputs_kahip_fast_k6,kahip_fast,6,0.558829,102.969,646785,940024,108335,108335,103610,1.158775,104263,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis --k 6 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k6/kahip_fast_partition_k6.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k6/kahip_fast_partition_k6.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k6/node_index.tsv
mb6_neo4j_inputs_kahip_fast_k8,kahip_fast,8,0.60581,92.4586,646785,940024,127765,127765,112798,1.029993,98809,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/kahip/bin/kaffpa /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis --k 8 --preconfiguration=fast --seed 42 --output_filename /workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k8/kahip_fast_partition_k8.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k8/kahip_fast_partition_k8.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/kahip_fast_mb6_neo4j_inputs_k8/node_index.tsv
mb6_neo4j_inputs_metis_k2,metis,2,0.218,0.396,646785,940024,17709,17709,11652,1.000002,17709,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 2,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k2/metis_partition_k2.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k2/node_index.tsv
mb6_neo4j_inputs_metis_k4,metis,4,0.142,0.461,646785,940024,40363,40363,27868,1.030049,31132,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 4,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k4/metis_partition_k4.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k4/node_index.tsv
mb6_neo4j_inputs_metis_k6,metis,6,0.157,0.522,646785,940024,84410,84410,65618,1.030033,44655,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 6,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k6/metis_partition_k6.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k6/node_index.tsv
mb6_neo4j_inputs_metis_k8,metis,8,0.150,0.498,646785,940024,104032,104032,82022,1.030042,44944,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/opt/algorithms/metis/bin/gpmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 8,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k8/metis_partition_k8.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/metis_mb6_neo4j_inputs_k8/node_index.tsv
mb6_neo4j_inputs_parmetis_k2,parmetis,2,,3.579407,646785,940024,18467,18467,12692,1.031088,18467,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 1 2 1000 1000.0 0 42,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k2/parmetis_partition_k2.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k2/node_index.tsv
mb6_neo4j_inputs_parmetis_k4,parmetis,4,,3.311957,646785,940024,53404,53404,40636,1.051187,34875,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 1 4 1000 1000.0 0 42,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k4/parmetis_partition_k4.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k4/node_index.tsv
mb6_neo4j_inputs_parmetis_k6,parmetis,6,,3.441774,646785,940024,92197,92197,74169,1.054941,40529,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 1 6 1000 1000.0 0 42,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k6/parmetis_partition_k6.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k6/node_index.tsv
mb6_neo4j_inputs_parmetis_k8,parmetis,8,,3.94021,646785,940024,117684,117684,95390,1.058812,51201,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,mpirun --oversubscribe -np 4 /opt/algorithms/parmetis/bin/parmetis /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis 1 8 1000 1000.0 0 42,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k8/parmetis_partition_k8.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/parmetis_mb6_neo4j_inputs_k8/node_index.tsv
mb6_neo4j_inputs_ptscotch_k2,ptscotch,2,,8.021201,646785,940024,21829,21829,15232,1.01994,21829,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=2 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k2/scotch_partition_k2.txt mpi=4,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k2/scotch_partition_k2.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k2/node_index.tsv
mb6_neo4j_inputs_ptscotch_k4,ptscotch,4,,12.635783,646785,940024,44632,44632,30258,1.014996,36211,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=4 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k4/scotch_partition_k4.txt mpi=4,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k4/scotch_partition_k4.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k4/node_index.tsv
mb6_neo4j_inputs_ptscotch_k6,ptscotch,6,,13.076998,646785,940024,67010,67010,45932,1.021721,42914,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=6 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k6/scotch_partition_k6.txt mpi=4,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k6/scotch_partition_k6.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k6/node_index.tsv
mb6_neo4j_inputs_ptscotch_k8,ptscotch,8,,13.882297,646785,940024,77518,77518,55619,1.049993,35858,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal ptscotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=8 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k8/scotch_partition_k8.txt mpi=4,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k8/scotch_partition_k8.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/ptscotch_mb6_neo4j_inputs_k8/node_index.tsv
mb6_neo4j_inputs_rcp_k2,rcp,2,,20.433898,646785,940024,354846,354846,303910,1.021794,354846,duplicated_nodes=58446; duplicated_node_copies=58446; component_count=258747; primary_balance=1.604351; balance_with_duplicates=1.021794,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/mb6_neo4j_inputs --node-index /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/node_index.tsv --k 2 --out-dir /workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k2,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k2/rcp_partition_k2_comparable.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k2/node_index.tsv
mb6_neo4j_inputs_rcp_k4,rcp,4,,19.222732,646785,940024,502561,502561,388305,1.072854,476867,duplicated_nodes=124456; duplicated_node_copies=124456; component_count=258747; primary_balance=2.591619; balance_with_duplicates=1.072854,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/mb6_neo4j_inputs --node-index /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/node_index.tsv --k 4 --out-dir /workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k4,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k4/rcp_partition_k4_comparable.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k4/node_index.tsv
mb6_neo4j_inputs_rcp_k6,rcp,6,,20.861998,646785,940024,518295,518295,392358,1.087177,481922,duplicated_nodes=121612; duplicated_node_copies=121612; component_count=258747; primary_balance=3.849329; balance_with_duplicates=1.087177,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/mb6_neo4j_inputs --node-index /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/node_index.tsv --k 6 --out-dir /workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k6,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k6/rcp_partition_k6_comparable.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k6/node_index.tsv
mb6_neo4j_inputs_rcp_k8,rcp,8,,19.455149,646785,940024,524979,524979,392375,1.109894,481942,duplicated_nodes=182347; duplicated_node_copies=182347; component_count=258747; primary_balance=5.132314; balance_with_duplicates=1.109894,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,bash /workspace/spark/tools/RCP/run_rcp_original.sh --input-dir /workspace/spark/datasets/mb6_neo4j_inputs --node-index /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/node_index.tsv --k 8 --out-dir /workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k8,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k8/rcp_partition_k8_comparable.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized_rcp/algorithm_outputs/rcp_mb6_neo4j_inputs_k8/node_index.tsv
mb6_neo4j_inputs_scotch_k2,scotch,2,,5.532636,646785,940024,31193,31193,33069,1.007117,31193,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=2 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k2/scotch_partition_k2.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k2/scotch_partition_k2.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k2/node_index.tsv
mb6_neo4j_inputs_scotch_k4,scotch,4,,60.701974,646785,940024,67576,67576,66510,1.009993,42483,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=4 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k4/scotch_partition_k4.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k4/scotch_partition_k4.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k4/node_index.tsv
mb6_neo4j_inputs_scotch_k6,scotch,6,,57.707676,646785,940024,80344,80344,79299,1.009977,32184,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=6 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k6/scotch_partition_k6.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k6/scotch_partition_k6.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k6/node_index.tsv
mb6_neo4j_inputs_scotch_k8,scotch,8,,3.040812,646785,940024,79106,79106,54590,1.009993,24570,,prepared input: /workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,internal scotch wrapper graph=/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis k=8 out=/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k8/scotch_partition_k8.txt,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k8/scotch_partition_k8.txt,/workspace/spark/datasets/mb6_neo4j_inputs/partition_prep/work/graph.metis,/workspace/spark/results/docker_mb6_materialized/algorithm_outputs/scotch_mb6_neo4j_inputs_k8/node_index.tsv
