deliverable_id:ID(Deliverable),title,deliverableType
101095457_26_DELIVHORIZON,FAIR Data Management Plan,"Documents, reports"
101095457_27_DELIVHORIZON,Communication/dissemination material,"Websites, patent fillings, videos etc."
101095457_28_DELIVHORIZON,Gender Action Plan,"Documents, reports"
101095457_29_DELIVHORIZON,Dissemination and communication plan,"Documents, reports"
101095457_34_DELIVHORIZON,First revision of Data Management Plan,"Documents, reports"
101095457_36_DELIVHORIZON,First update of the dissemination and communication plan,"Documents, reports"
101095457_6_DELIVHORIZON,Analysis of atmospheric aging of emissions using simulated driving conditions,"Documents, reports"
101095461_1_DELIVHORIZON,Project management plan,"Documents, reports"
101095461_27_DELIVHORIZON,"Dissemination, exploitation and communication plan delivered","Websites, patent fillings, videos etc."
101095461_28_DELIVHORIZON,"Project identity pack with website, social media platforms and infographics","Websites, patent fillings, videos etc."
101095461_2_DELIVHORIZON,Data Management Plan (DMP),Data Management Plan
101095461_30_DELIVHORIZON,"Updated Dissemination, exploitation and communication plan delivered, M18","Websites, patent fillings, videos etc."
101095461_32_DELIVHORIZON,"Updated Project identity pack with website, social media platforms and infographics, M18","Websites, patent fillings, videos etc."
101095461_36_DELIVHORIZON,Youth rapid context assessment: study initiation package,"Documents, reports"
101095461_37_DELIVHORIZON,Youth rapid context assessment study: midterm recruitment report,"Documents, reports"
101095461_3_DELIVHORIZON,Progress report delivered,"Documents, reports"
101095461_4_DELIVHORIZON,Updated Data Management Plan,Data Management Plan
101095461_6_DELIVHORIZON,"Advisory report on which region, topic, population, and site to target","Documents, reports"
101095461_7_DELIVHORIZON,Report with recommendations for adaptationand implementation strategies,"Documents, reports"
101095470_27_DELIVHORIZON,“Personas” describing health engagement risk profiles,"Documents, reports"
101095470_31_DELIVHORIZON,Extension of AI-assisted MyFoodRepo app for diet tracking,Other
101095470_32_DELIVHORIZON,Predictive lifestyle factors,"Documents, reports"
101095470_38_DELIVHORIZON,Public project website,"Websites, patent fillings, videos etc."
101095470_42_DELIVHORIZON,Audio-visual material 1,"Websites, patent fillings, videos etc."
101095470_6_DELIVHORIZON,Study initiation package,"Documents, reports"
101095470_7_DELIVHORIZON,Midterm recruitment report,"Documents, reports"
101095479_11_DELIVHORIZON,Data collection (feasibility),"Documents, reports"
101095479_1_DELIVHORIZON,Evidence needs across lifecycle,"Documents, reports"
101095479_22_DELIVHORIZON,Report on the state of the art and unmet needs,"Documents, reports"
101095479_23_DELIVHORIZON,Registries identification guidelines,"Documents, reports"
101095479_24_DELIVHORIZON,Registries identification machine learning tool,"Documents, reports"
101095479_34_DELIVHORIZON,Dissemination and exploitation plan,"Documents, reports"
101095479_41_DELIVHORIZON,Stakeholder kick-off,"Documents, reports"
101095480_19_DELIVHORIZON,Plan for dissemination and communication activities,"Documents, reports"
101095480_1_DELIVHORIZON,Data management plan,Data Management Plan
101095480_21_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101095480_6_DELIVHORIZON,Validation report of extended metabolomics/exposomics platform,"Documents, reports"
101095483_15_DELIVHORIZON,"Dissemination & Exploitation Plan, including communication activities and RTRS-specific content 1","Websites, patent fillings, videos etc."
101095483_16_DELIVHORIZON,"Dissemination & Exploitation Plan, including communication activities and RTRS-specific content 2","Websites, patent fillings, videos etc."
101095483_18_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101095483_7_DELIVHORIZON,Cost-benefit model care pathways of RTRS and per RTRS 1,Other
101095516_10_DELIVHORIZON,Tender assessment framework,"Documents, reports"
101095516_14_DELIVHORIZON,Challenge Brief,"Documents, reports"
101095516_15_DELIVHORIZON,Tender Documents,"Documents, reports"
101095516_16_DELIVHORIZON,2nd Plan for communication and dissemination,"Documents, reports"
101095516_17_DELIVHORIZON,1st Report on dissemination & stakeholder networking,"Documents, reports"
101095516_18_DELIVHORIZON,Award Notice,"Documents, reports"
101095516_19_DELIVHORIZON,2nd Data Management Plan (DMP),"Documents, reports"
101095516_21_DELIVHORIZON,Methods for prototype tests,"Documents, reports"
101095516_23_DELIVHORIZON,Publishable summary - Phase I,"Documents, reports"
101095516_24_DELIVHORIZON,2nd Report on dissemination and stakeholder networking,"Documents, reports"
101095516_25_DELIVHORIZON,1st DYNAMO Presentation and Guidance,"Documents, reports"
101095516_28_DELIVHORIZON,DYNAMO evaluation framework,"Documents, reports"
101095516_2_DELIVHORIZON,Co-design and change management framework,"Documents, reports"
101095516_3_DELIVHORIZON,Prior Information Notice,"Documents, reports"
101095516_4_DELIVHORIZON,"1st Plan on communication, dissemination, and exploitation","Documents, reports"
101095516_5_DELIVHORIZON,Project Website,"Websites, patent fillings, videos etc."
101095516_8_DELIVHORIZON,1st Data Management Plan (DMP),"Documents, reports"
101095516_9_DELIVHORIZON,"DYNAMO high-pressure scenarios, use cases and process models","Documents, reports"
101095522_11_DELIVHORIZON,Training programme for decision and policy makers to use SCI models and tools,"Websites, patent fillings, videos etc."
101095522_17_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101095522_18_DELIVHORIZON,"Communication, dissemination, and exploitation Strategy and Action Plan","Documents, reports"
101095522_1_DELIVHORIZON,Project handbook on quality management,"Documents, reports"
101095522_2_DELIVHORIZON,Data Management Plan,Data Management Plan
101095522_4_DELIVHORIZON,Conceptual theoretical framework to systematically describe SCI,"Documents, reports"
101095522_5_DELIVHORIZON,Self-assessment tool for test-beds to assess readiness to test SCI,Other
101095530_10_DELIVHORIZON,Data management plan,Data Management Plan
101095530_14_DELIVHORIZON,Impact master plan,"Documents, reports"
101095530_17_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101095530_18_DELIVHORIZON,Quality assurance guidelines,"Documents, reports"
101095530_19_DELIVHORIZON,Ethical design requirements,"Documents, reports"
101095530_2_DELIVHORIZON,Data and metadata model,"Documents, reports"
101095540_12_DELIVHORIZON,METC approval and study initiation package,"Documents, reports"
101095540_27_DELIVHORIZON,Public project website,"Websites, patent fillings, videos etc."
101095542_11_DELIVHORIZON,CMD Risk Management Methodologies,"Documents, reports"
101095542_12_DELIVHORIZON,CYLCOMED Risk benefit schemes and Management Tool Initial Release,"Documents, reports"
101095542_17_DELIVHORIZON,Pilot planning and evaluation strategy incl. clinical trial submission package,"Documents, reports"
101095542_21_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101095542_2_DELIVHORIZON,Data Management Plan,Data Management Plan
101095542_4_DELIVHORIZON,"Analysis of Ethical, Legal and Data Protection Frameworks","Documents, reports"
101095542_5_DELIVHORIZON,"Examination of Ethical, Legal and Data Protection Requirements","Documents, reports"
101095542_7_DELIVHORIZON,"Baseline analysis, requirements and specifications","Documents, reports"
101095542_8_DELIVHORIZON,Requirements and specifications consolidation,"Documents, reports"
101095542_9_DELIVHORIZON,Guidance improvement - intermediate report,"Documents, reports"
101095556_16_DELIVHORIZON,State-of-the-art techniques for retrospective observational studies and data-driven simulation and data preprocessing,"Documents, reports"
101095556_24_DELIVHORIZON,Public project website,"Websites, patent fillings, videos etc."
101095568_12_DELIVHORIZON,Data Management Plan aligned with FAIR principles and other initiatives,"Documents, reports"
101095568_13_DELIVHORIZON,"Privacy, data protection, social and ethical issues: a guide for ETHEREAL design and development","Documents, reports"
101095568_14_DELIVHORIZON,Integration of Social Science and Humanities in the project – Midterm Report,"Documents, reports"
101095568_16_DELIVHORIZON,Project website and main communication channels,"Websites, patent fillings, videos etc."
101095568_17_DELIVHORIZON,Quality Assurance Plan,"Documents, reports"
101095568_18_DELIVHORIZON,Dissemination Plan and Training initiatives - version I,"Documents, reports"
101095568_19_DELIVHORIZON,Risk Management Plan,"Documents, reports"
101095568_1_DELIVHORIZON,System architecture,"Documents, reports"
101095568_25_DELIVHORIZON,Data Management Plan update,"Documents, reports"
101095568_2_DELIVHORIZON,The ETHEREAL Central Repository (CR) and the Clinic Server Platform (CSP),Other
101095568_5_DELIVHORIZON,Midterm recruitment report-ENIGMA Study,"Documents, reports"
101095593_19_DELIVHORIZON,Launch of project website,"Websites, patent fillings, videos etc."
101095593_5_DELIVHORIZON,Equity implications of including indirect medical costs and environmental impacts in economic evaluations informing pricing and reimbursement,"Documents, reports"
101095594_10_DELIVHORIZON,D2.1-Digital health compass for the application of EHRxF,"Documents, reports"
101095594_11_DELIVHORIZON,D2.2-EHRxF FHIR IG and repository of supporting materials,Other
101095594_12_DELIVHORIZON,D2.3-Report on for quality labelling of EHRs,"Documents, reports"
101095594_13_DELIVHORIZON,D3.1.1-First version of the X-Bundle Readiness model,"Documents, reports"
101095594_14_DELIVHORIZON,D3.1.2 - Final version of the X-Bundle Readiness model,"Documents, reports"
101095594_15_DELIVHORIZON,D3.2.1 - Intermediate readiness model evaluation process,"Documents, reports"
101095594_16_DELIVHORIZON,D3.2.2 - Readiness model evaluation process Report,"Documents, reports"
101095594_17_DELIVHORIZON,D3.3 - X-Bundle Readiness steppingstone guides,"Documents, reports"
101095594_18_DELIVHORIZON,D4.1.1-XpanDH Adoption Domains,"Documents, reports"
101095594_19_DELIVHORIZON,"D4.1.2 - Adoption opportunities, challenges and barrier","Documents, reports"
101095594_1_DELIVHORIZON,D1.1.1-XpanDH project Handbook,"Documents, reports"
101095594_20_DELIVHORIZON,D4.2 - XpanDH feasibility demonstrators,"Documents, reports"
101095594_21_DELIVHORIZON,D4.3 - X-Bundle refinement Report,"Documents, reports"
101095594_23_DELIVHORIZON,D5.2 - Interoperability Enabler Report,"Documents, reports"
101095594_24_DELIVHORIZON,D5.3 - X-Bundle open-source community of the doers,"Documents, reports"
101095594_25_DELIVHORIZON,D6.1.1-Governance & operating model for asset bundles & Exploitation PLan,"Documents, reports"
101095594_26_DELIVHORIZON,D6.1.2 - Published library of documented asset bundle,"Documents, reports"
101095594_27_DELIVHORIZON,D6.2 - Report on EEHRxF new adoption domains,"Documents, reports"
101095594_28_DELIVHORIZON,D6.3 - Recommendation for MS & EC,"Documents, reports"
101095594_29_DELIVHORIZON,"D7.1 - XpanDH DC,Outreach and Exploitation Plan","Documents, reports"
101095594_30_DELIVHORIZON,D7.2 - XpanDH DC and Outreach Report,"Documents, reports"
101095594_31_DELIVHORIZON,D7.3 - Concertation Activities Report,"Documents, reports"
101095594_32_DELIVHORIZON,D7.4-X-panDH website,"Websites, patent fillings, videos etc."
101095594_3_DELIVHORIZON,D1.2-QRC Plan,"Documents, reports"
101095594_5_DELIVHORIZON,D1.4-Definition of the EEHRxF adoption domains Report,"Documents, reports"
101095594_6_DELIVHORIZON,D1.5.1-Ethics and Data Management Plan,"Documents, reports"
101095594_7_DELIVHORIZON,"D1.5.2-EEHRxF legal, cybersecurity & trust issues Report","Documents, reports"
101095594_8_DELIVHORIZON,D1.6 - Report on Policy Dialogue activities and achievements,"Documents, reports"
101095594_9_DELIVHORIZON,D1.5.3- Updated Ethics and Data Management Plan,"Documents, reports"
101095604_10_DELIVHORIZON,Midterm recruitment report – FLEMENGHO,"Documents, reports"
101095604_12_DELIVHORIZON,Report on the status of posting results in a repository – PREVALUNG,"Documents, reports"
101095604_14_DELIVHORIZON,Report on the status of posting results in a repository – FLEMENGHO,"Documents, reports"
101095604_15_DELIVHORIZON,"Publication on the performance of PREVALUNG-EU classifiers based on PREVALUNG France and retrospective exploitation of FLEMENGHO, ROBINSCA and SUMMIT.","Documents, reports"
101095604_1_DELIVHORIZON,Study initiation package – ROBINSCA,"Documents, reports"
101095604_22_DELIVHORIZON,Study initiation package – RISP,"Documents, reports"
101095604_23_DELIVHORIZON,Study initiation package – PREVALUNG ETOILE,"Documents, reports"
101095604_24_DELIVHORIZON,Study initiation package – PREVALUNG BIOCEPTION,"Documents, reports"
101095604_25_DELIVHORIZON,Midterm recruitment report – PREVALUNG ETOILE,"Documents, reports"
101095604_26_DELIVHORIZON,Study initiation package – NCL TLHC,"Documents, reports"
101095604_27_DELIVHORIZON,Midterm recruitment report – RISP,"Documents, reports"
101095604_2_DELIVHORIZON,Midterm recruitment report – ROBINSCA,"Documents, reports"
101095604_30_DELIVHORIZON,Report on the status of posting results in a repository – PREVALUNG ETOILE,"Documents, reports"
101095604_32_DELIVHORIZON,Prospective technical implementation of the user- friendly Bio-Me filter-cards for the diagnosis of stool dysbiosis,"Documents, reports"
101095604_35_DELIVHORIZON,"Report and/or publication on the validity of all four classifiers (CHIP-LC mutations, innate immunity soluble markers, stool TOPOSCORE, ACBP/DBI, polyamines, αketoglutarate (aKG) metabolites) as assessed with primary academic methodologies versus biotech","Documents, reports"
101095604_36_DELIVHORIZON,Report and/or publication on the performance of the classifiers and statistics for each classifier and interdependency/interaction in between classifiers,"Documents, reports"
101095604_3_DELIVHORIZON,Study initiation package – PREVALUNG,"Documents, reports"
101095604_47_DELIVHORIZON,"Visual identity, website and social media: Project branding, introductory project materials, video, infographics, logo are available, website is published and social media accounts operative","Websites, patent fillings, videos etc."
101095604_48_DELIVHORIZON,"Communication and dissemination plan: Details on the dissemination strategy and action plan including analysis of stakeholder groups, identification of key events and activities","Documents, reports"
101095604_49_DELIVHORIZON,First meeting of the PAB minutes,"Documents, reports"
101095604_4_DELIVHORIZON,Midterm recruitment report – PREVALUNG,"Documents, reports"
101095604_58_DELIVHORIZON,Management Board charts signed by members,"Documents, reports"
101095604_5_DELIVHORIZON,Study initiation package – FLEMENGHO,"Documents, reports"
101095604_61_DELIVHORIZON,"Project Management Plan (PMP): organisation, scope of work, Master Plan, Project Action List, risk register","Documents, reports"
101095604_62_DELIVHORIZON,"Project Quality Plan (PQP): rules for meetings management, documents naming and storage, deliverables preparation and quality review","Documents, reports"
101095604_6_DELIVHORIZON,Study initiation package – SUMMIT,"Documents, reports"
101095604_7_DELIVHORIZON,Midterm recruitment report – SUMMIT,"Documents, reports"
101095604_8_DELIVHORIZON,Report on all the available sampling corresponding to lung cancer cases and their relevant paired controls,"Data sets, microdata, etc"
101095604_9_DELIVHORIZON,Report on the traceability of samples and biomarker monitoring,"Documents, reports"
101095606_11_DELIVHORIZON,Data management plan,Data Management Plan
101095606_18_DELIVHORIZON,Public website,"Websites, patent fillings, videos etc."
101095611_27_DELIVHORIZON,Launch of the project website,"Websites, patent fillings, videos etc."
101095611_33_DELIVHORIZON,Cluster’s common dissemination and communication strategy,Other
101095611_34_DELIVHORIZON,Cluster Brochure,"Documents, reports"
101095616_26_DELIVHORIZON,Data management plan,Data Management Plan
101095616_2_DELIVHORIZON,Report of the study design,"Documents, reports"
101095616_35_DELIVHORIZON,Website,"Websites, patent fillings, videos etc."
101095616_3_DELIVHORIZON,Data collection tools,Other
101095616_46_DELIVHORIZON,Registration of the Clinical Study,Other
101095616_47_DELIVHORIZON,Approved study protocol (clinical study),"Documents, reports"
101095616_51_DELIVHORIZON,"Communication, dissemination and exploitation plan","Documents, reports"
101095616_6_DELIVHORIZON,"Manuscript on knowledge, expectations of adolescents","Demonstrators, pilots, prototypes"
101095619_10_DELIVHORIZON,Report on the 1st meeting of the Data Stewards Network for pandemic preparedness,"Documents, reports"
101095619_16_DELIVHORIZON,Report summarising the definitions of relevant outcome & process indicators.,"Documents, reports"
101095619_19_DELIVHORIZON,"Public website available to release updates of project outputs to lay public and press, as deemed appropriate by the SC","Websites, patent fillings, videos etc."
101095619_36_DELIVHORIZON,Initial inventory of results,"Documents, reports"
101095634_10_DELIVHORIZON,Runtime Assurance & Certification Framework – First Release,Other
101095634_12_DELIVHORIZON,"ENTRUST Blockchain Architecture, Authorization and Secure On- and Off-Chain Data Management – First Release",Other
101095634_16_DELIVHORIZON,"Dissemination, Communication & Exploitation Plan","Documents, reports"
101095634_17_DELIVHORIZON,Impact Maximization Activities Interim Report,"Documents, reports"
101095634_19_DELIVHORIZON,ENTRUST Website design and release,"Websites, patent fillings, videos etc."
101095634_1_DELIVHORIZON,Project Handbook,"Documents, reports"
101095634_4_DELIVHORIZON,ENTRUST Reference Architecture – Initial Release,"Documents, reports"
101095634_6_DELIVHORIZON,Trust Abstractions & Cryptographic Anchors for CMD Secure Operation,"Documents, reports"
101095634_7_DELIVHORIZON,ENTRUST Risk Assessment & Collective Threat Intelligence Framework – Initial Release,Other
101095634_9_DELIVHORIZON,Conceptual Architecture of ENTRUST Customizable TC and Attestation Models Specifications,Other
101095635_11_DELIVHORIZON,Establishment BtP Platform,"Documents, reports"
101095635_2_DELIVHORIZON,Full appointment of the management and external advisory Boards,"Documents, reports"
101095635_33_DELIVHORIZON,"Project website, project branding and visual identity","Websites, patent fillings, videos etc."
101095635_34_DELIVHORIZON,Dissemination and Communication Plan,"Documents, reports"
101095635_3_DELIVHORIZON,DMP,Data Management Plan
101095643_12_DELIVHORIZON,Educational material,"Documents, reports"
101095643_14_DELIVHORIZON,Study initiation package- ambulatory care,Other
101095643_15_DELIVHORIZON,Study initiation package- educational systems,Other
101095643_1_DELIVHORIZON,Grant announcement PR,"Websites, patent fillings, videos etc."
101095643_4_DELIVHORIZON,EUthyroid2 website,"Websites, patent fillings, videos etc."
101095643_5_DELIVHORIZON,Communication plan,"Documents, reports"
101095643_6_DELIVHORIZON,Updated data management plan,Data Management Plan
101095643_7_DELIVHORIZON,Protocols and forms finalised,"Documents, reports"
101095643_9_DELIVHORIZON,Interview questions ready for use,"Documents, reports"
101095653_1_DELIVHORIZON,Data management plan,Data Management Plan
101095653_33_DELIVHORIZON,BIOTOOL-CHF website,"Websites, patent fillings, videos etc."
101095654_10_DELIVHORIZON,Data Management Plan (DMP),Data Management Plan
101095654_20_DELIVHORIZON,THCS Website,"Websites, patent fillings, videos etc."
101095654_32_DELIVHORIZON,Framework for the collection of practices and the assessment of their transferability and implementation 1,"Documents, reports"
101095654_34_DELIVHORIZON,Review of best strategies and tools to support the translation of R&I projects’ results to policy,"Documents, reports"
101095654_3_DELIVHORIZON,Annual Work Plan 1,"Documents, reports"
101095654_46_DELIVHORIZON,"Public Call documents: call text, guidelines for applicants, proposal templates - 2023","Documents, reports"
101095654_47_DELIVHORIZON,"Public Call documents: call text, guidelines for applicants, proposal templates - 2024","Documents, reports"
101095659_13_DELIVHORIZON,Health Economic evaluation plan,"Documents, reports"
101095659_22_DELIVHORIZON,Community of Practice established locally and cross sites,"Documents, reports"
101095659_24_DELIVHORIZON,Dissemination and exploitation plan,"Documents, reports"
101095659_5_DELIVHORIZON,Codesigned intervention report,"Documents, reports"
101095659_6_DELIVHORIZON,Implementation manual,"Documents, reports"
101095659_8_DELIVHORIZON,Data collection tools developed,"Documents, reports"
101095661_23_DELIVHORIZON,Data Integration Pipeline Tools,Other
101095661_33_DELIVHORIZON,Project website,"Websites, patent fillings, videos etc."
101095661_5_DELIVHORIZON,Literature review and classification of digital health applications,"Documents, reports"
101095672_29_DELIVHORIZON,Communication Plan for Dissemination and Exploitation,"Documents, reports"
101095672_34_DELIVHORIZON,Project Website,"Websites, patent fillings, videos etc."
101095672_3_DELIVHORIZON,Project management report 1.1,"Documents, reports"
101095679_2_DELIVHORIZON,Data Management Plan (DMP),"Documents, reports"
101095679_59_DELIVHORIZON,"Dissemination, communication and exploitation strategy","Documents, reports"
101095679_61_DELIVHORIZON,Project Website Launch,"Websites, patent fillings, videos etc."
101095697_10_DELIVHORIZON,The iPROLEPSIS trustworthy AI framework,"Documents, reports"
101095697_23_DELIVHORIZON,The iPROLEPSIS patient and HCP apps (study version),Other
101095697_2_DELIVHORIZON,Data management plan (initial version),Data Management Plan
101095697_30_DELIVHORIZON,Study initiation package (iPROLEPSIS-PDPID study),"Documents, reports"
101095697_43_DELIVHORIZON,Project branding and communication channel,"Websites, patent fillings, videos etc."
101095697_44_DELIVHORIZON,"Dissemination, Exploitation and communication plan","Documents, reports"
101095697_45_DELIVHORIZON,First report on project visibility and educational material,"Documents, reports"
101095697_8_DELIVHORIZON,Initial report on user research and co- WP2 creation process,"Documents, reports"
101095697_9_DELIVHORIZON,Initial report on the state-of-the-art and datasets,"Documents, reports"
101095712_11_DELIVHORIZON,Risk assessment tool for stakeholders first release,"Documents, reports"
101095712_13_DELIVHORIZON,Project Website,"Websites, patent fillings, videos etc."
101095712_14_DELIVHORIZON,Communication basics,"Websites, patent fillings, videos etc."
101095717_10_DELIVHORIZON,Legal and ethical framework and analysis,"Documents, reports"
101095717_11_DELIVHORIZON,"Interim report on Scalable Secure Multiparty Computation, Federated Learning and Unbiased AI techniques and tools","Documents, reports"
101095717_16_DELIVHORIZON,State of the Art and initial technical requirements,"Documents, reports"
101095717_18_DELIVHORIZON,"Architecture Specifications, Analysis and Design","Documents, reports"
101095717_1_DELIVHORIZON,"Project Handbook Quality, Risk Management","Documents, reports"
101095717_26_DELIVHORIZON,Data Management Plan,"Documents, reports"
101095717_27_DELIVHORIZON,Project Website,"Websites, patent fillings, videos etc."
101095717_29_DELIVHORIZON,Dissemination and Exploitation Plan,"Documents, reports"
101095717_2_DELIVHORIZON,GDPR and Ethics Project Guidelines,"Documents, reports"
101095717_6_DELIVHORIZON,"Interim report on Data anonymization, de-anonymization and Synthetic data generation techniques, tools and services","Documents, reports"
101095720_10_DELIVHORIZON,SHIFT-HUB community management platform,"Documents, reports"
101095720_14_DELIVHORIZON,SHIFT-HUB Website launch,"Websites, patent fillings, videos etc."
101095720_15_DELIVHORIZON,SHIFT-HUB catalogue of services,"Websites, patent fillings, videos etc."
101095720_16_DELIVHORIZON,SHIFT-HUB catalogue of educational resources,"Websites, patent fillings, videos etc."
101095720_17_DELIVHORIZON,SHIFT-HUB planning of workshops,"Documents, reports"
101095720_18_DELIVHORIZON,SHIFT-HUB Smart Health solutions platform,"Websites, patent fillings, videos etc."
101095720_21_DELIVHORIZON,Stakeholders mapping and needs,"Documents, reports"
101095720_24_DELIVHORIZON,E-learning gamified Smart Health app,"Websites, patent fillings, videos etc."
101095720_6_DELIVHORIZON,SHIFT-HUB identity and communication toolkit,"Websites, patent fillings, videos etc."
101095720_7_DELIVHORIZON,Updated SHIFT-HUB identity and communication toolkit,"Websites, patent fillings, videos etc."
101095720_8_DELIVHORIZON,"SHIFT-HUB communication, dissemination and exploitation plan","Documents, reports"
101095720_9_DELIVHORIZON,"Updated SHIFT-HUB communication, dissemination and exploitation plan","Documents, reports"
101095738_10_DELIVHORIZON,RIS technologies and models for in-X subnetworks,"Documents, reports"
101095738_17_DELIVHORIZON,Description and methodology of evaluation of initial PoCs,"Documents, reports"
101095738_1_DELIVHORIZON,Quality and Project Management Plan,"Documents, reports"
101095738_20_DELIVHORIZON,"Refinement and update of dissemination, exploitation and communication planning","Documents, reports"
101095738_21_DELIVHORIZON,Project communication chain,"Documents, reports"
101095738_2_DELIVHORIZON,Data Management Plan first version,Data Management Plan
101095738_3_DELIVHORIZON,Data Management Plan second version,Data Management Plan
101095738_5_DELIVHORIZON,"Initial definition of scenarios, use cases and service requirements for in-X subnetworks","Documents, reports"
101095738_6_DELIVHORIZON,"Refined definition of scenarios, use cases and service requirements for in- X subnetworks","Documents, reports"
101095738_9_DELIVHORIZON,Preliminary results on PHY and MAC enablers for in-X subnetworks,"Documents, reports"
101095754_17_DELIVHORIZON,Preliminary report on population exposure maps,"Documents, reports"
101095754_21_DELIVHORIZON,Dissemination and communication plan,"Documents, reports"
101095754_25_DELIVHORIZON,Project handbook,"Documents, reports"
101095754_26_DELIVHORIZON,Data management plan,Data Management Plan
101095754_27_DELIVHORIZON,Data management plan - RP1 update,Data Management Plan
101095754_30_DELIVHORIZON,Dissemination and communication plan - RP1 update,"Documents, reports"
101095754_6_DELIVHORIZON,Advanced pre-processing algorithms and preliminary models and methods for aircraft operation reconstruction and statistical dispersion of flight operations,"Data sets, microdata, etc"
101095759_10_DELIVHORIZON,Final end-to-end system evaluation results of the overall 6G system design,"Documents, reports"
101095759_12_DELIVHORIZON,Initial Architectural enablers,"Documents, reports"
101095759_15_DELIVHORIZON,Final architectural framework and analysis,"Documents, reports"
101095759_17_DELIVHORIZON,Radio Design and Spectrum Access requirements and key enablers for 6G Evolution,"Documents, reports"
101095759_18_DELIVHORIZON,Early results of 6G Radio Key Enablers,"Documents, reports"
101095759_1_DELIVHORIZON,"Environmental, societal and economical drivers and goals for 6G","Documents, reports"
101095759_20_DELIVHORIZON,Final design of 6G Radio solutions and Promising Radio Innovations,"Documents, reports"
101095759_22_DELIVHORIZON,Characteristics and classification of 6G device classes,"Documents, reports"
101095759_23_DELIVHORIZON,Initial design and validation of technologies and architecture of 6G devices and infrastructure,"Documents, reports"
101095759_25_DELIVHORIZON,Final design and validation of enabling technologies for 6G devices and infrastructure,"Documents, reports"
101095759_27_DELIVHORIZON,Foundations on 6G Smart Network Management Enablers,"Documents, reports"
101095759_2_DELIVHORIZON,6G use cases and requirements,"Documents, reports"
101095759_30_DELIVHORIZON,Final Design on 6G Smart Network Management Framework,Other
101095759_31_DELIVHORIZON,Online project presence,Other
101095759_32_DELIVHORIZON,"Planning for dissemination, exploitation, standardisation and clustering","Documents, reports"
101095759_33_DELIVHORIZON,"Dissemination, communication and clustering - Intermediate release","Documents, reports"
101095759_35_DELIVHORIZON,Impact to Industry activities standardisation and regulation - Intermediate release,"Documents, reports"
101095759_38_DELIVHORIZON,Impact to Industry activities standardisation and regulation - Final release,"Documents, reports"
101095759_3_DELIVHORIZON,Environmental and social view on 6G,"Documents, reports"
101095759_4_DELIVHORIZON,"Final 6G value, requirements and ecosystem","Documents, reports"
101095759_5_DELIVHORIZON,Draft foundation for 6G system design,"Documents, reports"
101095759_6_DELIVHORIZON,Foundation of overall 6G system design and preliminary evaluation results,"Documents, reports"
101095759_7_DELIVHORIZON,Interim overall 6G system design,"Documents, reports"
101095759_8_DELIVHORIZON,End-to-end system evaluation results from the interim overall 6G system design,"Documents, reports"
101095759_9_DELIVHORIZON,Final overall 6G system design,"Documents, reports"
101095792_100_DELIVHORIZON,Second year report for dissemination and exploitation including communication activities,"Documents, reports"
101095792_10_DELIVHORIZON,Document on general recommendations and learnings on device qualification of health care solutions,"Documents, reports"
101095792_12_DELIVHORIZON,User research workshop findings and considerations for remote monitoring in clinical workflows,"Documents, reports"
101095792_17_DELIVHORIZON,Usability report of baby cap,"Documents, reports"
101095792_19_DELIVHORIZON,Pre-clinical usability and usefulness assessment results for UC1-5,"Documents, reports"
101095792_20_DELIVHORIZON,Mid-term updated clinical usability and usefulness assessment for UC1-5,"Documents, reports"
101095792_27_DELIVHORIZON,Data management plan,Data Management Plan
101095792_28_DELIVHORIZON,Updates to Data Management plan M24,Data Management Plan
101095792_30_DELIVHORIZON,Concept description of pregnancy companions,"Documents, reports"
101095792_38_DELIVHORIZON,Smart wearables concept definition,"Documents, reports"
101095792_41_DELIVHORIZON,Smart pregnancy garment demonstrator,"Demonstrators, pilots, prototypes"
101095792_68_DELIVHORIZON,Concept definition for smart body suit,"Documents, reports"
101095792_69_DELIVHORIZON,Concept definition for smart baby cap,"Documents, reports"
101095792_86_DELIVHORIZON,Test report with conclusions from intermediate solution,"Documents, reports"
101095792_87_DELIVHORIZON,Device for bed monitoring of new-born,"Demonstrators, pilots, prototypes"
101095792_88_DELIVHORIZON,Final remote monitoring device specification,"Documents, reports"
101095792_8_DELIVHORIZON,"A study on national and international ethics requirements and guidelines for remote monitoring solutions for pregnant women, the fetus and new-born babies.","Documents, reports"
101095792_97_DELIVHORIZON,Plan for dissemination and exploitation including communication activities,"Documents, reports"
101095792_98_DELIVHORIZON,"Communication tools: Project website, social media accounts and public presentation materials","Websites, patent fillings, videos etc."
101095792_9_DELIVHORIZON,MDR training workshop for all partners,"Documents, reports"
101095811_10_DELIVHORIZON,Year 1 Report on Programme Governance and operation,"Documents, reports"
101095811_11_DELIVHORIZON,Year 2 report on Programme Governance and operation,"Documents, reports"
101095811_12_DELIVHORIZON,Stakeholder Involvement and Interaction: Strategy and Plan,"Documents, reports"
101095811_13_DELIVHORIZON,Stakeholder Involvement and Interaction: Interim Report,"Documents, reports"
